,time,House overall Actual (kWh),House overall Predicted (kWh),Price ($/kWh),Energy bill payed by the customer ($),date,timestamp
88,2016-01-04 22:00:00,2.06341027775,1.050673246383667,0.02092,0.021980084314346313,2016-01-04,22:00:00
89,2016-01-04 23:00:00,2.0960258333333335,1.5174797773361206,0.02553,0.03874125871539116,2016-01-04,23:00:00
90,2016-01-05 00:00:00,1.3155936111166668,1.4344899654388428,0.03562,0.051096532568931576,2016-01-05,00:00:00
91,2016-01-05 01:00:00,1.9273330555833332,1.0923144817352295,0.034,0.037138692378997806,2016-01-05,01:00:00
92,2016-01-05 02:00:00,2.3601761111000004,1.3586889505386353,0.022510000000000002,0.030584088276624684,2016-01-05,02:00:00
93,2016-01-05 03:00:00,2.3892275000166667,1.4670968055725098,0.02137,0.03135185873508453,2016-01-05,03:00:00
94,2016-01-05 04:00:00,1.7038255555,1.5612949132919312,0.02041,0.031866029180288316,2016-01-05,04:00:00
95,2016-01-05 05:00:00,1.4533627777333336,1.2553434371948242,0.01948,0.024454090156555176,2016-01-05,05:00:00
96,2016-01-05 06:00:00,1.3303186111166667,1.1827971935272217,0.019309999999999997,0.022839813807010646,2016-01-05,06:00:00
97,2016-01-05 07:00:00,1.0311022222333333,1.1291227340698242,0.01898,0.021430749492645264,2016-01-05,07:00:00
98,2016-01-05 08:00:00,0.9910522222166668,1.013581395149231,0.01859,0.018842478135824202,2016-01-05,08:00:00
99,2016-01-05 09:00:00,1.1412808333666669,0.9956655502319336,0.018609999999999998,0.01852933588981628,2016-01-05,09:00:00
100,2016-01-05 10:00:00,1.36894833335,1.07295823097229,0.0155,0.016630852580070497,2016-01-05,10:00:00
101,2016-01-05 11:00:00,1.2145297222333333,1.21560537815094,0.01558,0.018939131791591644,2016-01-05,11:00:00
102,2016-01-05 12:00:00,1.29051027775,1.1211767196655273,0.01675,0.018779710054397585,2016-01-05,12:00:00
103,2016-01-05 13:00:00,1.0574508333500001,1.1261191368103027,0.02045,0.02302913634777069,2016-01-05,13:00:00
104,2016-01-05 14:00:00,0.6251747222166667,0.9970945715904236,0.026760000000000003,0.02668225073575974,2016-01-05,14:00:00
105,2016-01-05 15:00:00,0.5243663888833333,0.8423498272895813,0.02524,0.02126090964078903,2016-01-05,15:00:00
106,2016-01-05 16:00:00,0.50316555555,0.7917560935020447,0.02693,0.021321991598010064,2016-01-05,16:00:00
107,2016-01-05 17:00:00,0.20799305558333334,0.7916801571846008,0.0265,0.020979524165391922,2016-01-05,17:00:00
108,2016-01-05 18:00:00,0.2610375,0.5644544959068298,0.0275,0.01552249863743782,2016-01-05,18:00:00
109,2016-01-05 19:00:00,0.2890172222333333,0.6095779538154602,0.02948,0.017970358078479767,2016-01-05,19:00:00
110,2016-01-05 20:00:00,0.3848419444166667,0.5990158319473267,0.025670000000000002,0.015376736406087877,2016-01-05,20:00:00
111,2016-01-05 21:00:00,0.9456838889,0.6454822421073914,0.02334,0.015065555530786513,2016-01-05,21:00:00
112,2016-01-05 22:00:00,1.2704152778166666,1.023816466331482,0.023219999999999998,0.023773018348217007,2016-01-05,22:00:00
113,2016-01-05 23:00:00,1.0464072222,1.233183741569519,0.02271,0.02800560277104378,2016-01-05,23:00:00
114,2016-01-06 00:00:00,1.1943075000166667,1.0866235494613647,0.04803,0.05219052908062935,2016-01-06,00:00:00
115,2016-01-06 01:00:00,1.0908522221833332,1.216018557548523,0.04419,0.053735860058069226,2016-01-06,01:00:00
116,2016-01-06 02:00:00,0.9431786111333333,1.1609420776367188,0.03304,0.038357526245117186,2016-01-06,02:00:00
117,2016-01-06 03:00:00,1.3528322221833333,1.0099574327468872,0.02184,0.022057470331192014,2016-01-06,03:00:00
118,2016-01-06 04:00:00,1.0441577777166666,1.1893682479858398,0.01923,0.0228715514087677,2016-01-06,04:00:00
119,2016-01-06 05:00:00,1.0806552777666667,1.1067630052566528,0.01678,0.018571483228206634,2016-01-06,05:00:00
120,2016-01-06 06:00:00,0.9503625001,1.1019099950790405,0.01582,0.017432216122150422,2016-01-06,06:00:00
121,2016-01-06 07:00:00,0.9643727777500001,1.067341685295105,0.01516,0.01618089994907379,2016-01-06,07:00:00
122,2016-01-06 08:00:00,0.9334744444666666,1.0739363431930542,0.01502,0.016130523874759675,2016-01-06,08:00:00
123,2016-01-06 09:00:00,0.9925905555833333,1.039977788925171,0.01502,0.015620466389656067,2016-01-06,09:00:00
124,2016-01-06 10:00:00,1.4492094444333332,1.0429407358169556,0.016890000000000002,0.017615269027948383,2016-01-06,10:00:00
125,2016-01-06 11:00:00,1.4194899999999997,1.3178480863571167,0.01652,0.021770850386619568,2016-01-06,11:00:00
126,2016-01-06 12:00:00,1.1963288889166668,1.2652995586395264,0.01776,0.02247172016143799,2016-01-06,12:00:00
127,2016-01-06 13:00:00,0.7264519444333334,1.073796272277832,0.02028,0.021776588401794434,2016-01-06,13:00:00
128,2016-01-06 14:00:00,0.7375488889500001,0.7744618654251099,0.07328,0.05675256549835205,2016-01-06,14:00:00
129,2016-01-06 15:00:00,0.36809555553333334,0.8557580709457397,0.0318,0.027213106656074525,2016-01-06,15:00:00
130,2016-01-06 16:00:00,0.36228499995,0.6516371965408325,0.020399999999999998,0.013293398809432982,2016-01-06,16:00:00
131,2016-01-06 17:00:00,0.3159558332833334,0.6608542799949646,0.0228,0.015067477583885193,2016-01-06,17:00:00
132,2016-01-06 18:00:00,0.1413566667,0.6363811492919922,0.02023,0.012873990650177003,2016-01-06,18:00:00
133,2016-01-06 19:00:00,0.16520694446666667,0.4647488594055176,0.01973,0.009169494996070861,2016-01-06,19:00:00
134,2016-01-06 20:00:00,0.27390777781666664,0.4848942160606384,0.02204,0.010687068521976472,2016-01-06,20:00:00
135,2016-01-06 21:00:00,0.7162197222,0.5365485548973083,0.01961,0.010521717161536217,2016-01-06,21:00:00
136,2016-01-06 22:00:00,0.5456641667,0.8691014647483826,0.0222,0.019294052517414093,2016-01-06,22:00:00
137,2016-01-06 23:00:00,2.1565402778333334,0.738984227180481,0.03497,0.02584227842450142,2016-01-06,23:00:00
138,2016-01-07 00:00:00,2.026249722233333,1.5893341302871704,0.07937000000000001,0.12614544992089274,2016-01-07,00:00:00
139,2016-01-07 01:00:00,2.071982499933333,1.562555193901062,0.030600000000000002,0.0478141889333725,2016-01-07,01:00:00
140,2016-01-07 02:00:00,1.2825533333166668,1.6137075424194336,0.02219,0.03580817036628724,2016-01-07,02:00:00
141,2016-01-07 03:00:00,1.2200583333,1.1479071378707886,0.01964,0.022544896187782288,2016-01-07,03:00:00
142,2016-01-07 04:00:00,0.6608527778000001,1.022099256515503,0.02237,0.0228643603682518,2016-01-07,04:00:00
143,2016-01-07 05:00:00,0.5801547222333333,0.8005546927452087,0.019440000000000002,0.01556278322696686,2016-01-07,05:00:00
144,2016-01-07 06:00:00,0.6889436111333334,0.7650406956672668,0.01809,0.013839586184620856,2016-01-07,06:00:00
145,2016-01-07 07:00:00,0.9332530555999999,0.8801895976066589,0.01597,0.014056627873778345,2016-01-07,07:00:00
146,2016-01-07 08:00:00,0.7986150000166667,1.0488992929458618,0.016,0.01678238868713379,2016-01-07,08:00:00
147,2016-01-07 09:00:00,0.80894222225,0.987528920173645,0.019620000000000002,0.01937531741380692,2016-01-07,09:00:00
148,2016-01-07 10:00:00,1.3110344444666666,0.9578689932823181,0.01909,0.018285719081759452,2016-01-07,10:00:00
149,2016-01-07 11:00:00,0.9361738889333333,1.2518142461776733,0.01824,0.022833091850280762,2016-01-07,11:00:00
150,2016-01-07 12:00:00,1.0214688888666668,0.9592814445495605,0.019469999999999998,0.01867720972537994,2016-01-07,12:00:00
151,2016-01-07 13:00:00,0.7240202778,0.9680522680282593,0.01933,0.01871245034098625,2016-01-07,13:00:00
152,2016-01-07 14:00:00,0.9777186111166666,0.7560494542121887,0.01783,0.013480361768603323,2016-01-07,14:00:00
153,2016-01-07 15:00:00,0.7005694444333332,1.0057415962219238,0.01943,0.01954155921459198,2016-01-07,15:00:00
154,2016-01-07 16:00:00,0.5730163888500001,0.9326767921447754,0.01936,0.018056622695922852,2016-01-07,16:00:00
155,2016-01-07 17:00:00,0.6393988888833333,0.8339460492134094,0.019420000000000003,0.016195232275724412,2016-01-07,17:00:00
156,2016-01-07 18:00:00,0.2651011111666667,0.7307842969894409,0.019469999999999998,0.014228370262384413,2016-01-07,18:00:00
157,2016-01-07 19:00:00,0.5308083333333333,0.5371323823928833,0.01946,0.01045259616136551,2016-01-07,19:00:00
158,2016-01-07 20:00:00,0.7618111111666667,0.7921602725982666,0.019350000000000003,0.015328301274776461,2016-01-07,20:00:00
159,2016-01-07 21:00:00,1.0762272221666669,0.9474055767059326,0.019370000000000002,0.018351246020793917,2016-01-07,21:00:00
160,2016-01-07 22:00:00,1.0430936111,1.1294993162155151,0.01952,0.022047826652526855,2016-01-07,22:00:00
161,2016-01-07 23:00:00,1.5086883333999999,1.0629326105117798,0.019510000000000003,0.020737815231084828,2016-01-07,23:00:00
162,2016-01-08 00:00:00,1.1817183333833334,1.247403621673584,0.0195,0.024324370622634886,2016-01-08,00:00:00
163,2016-01-08 01:00:00,1.4504802778000003,1.139983057975769,0.01946,0.022184070308208466,2016-01-08,01:00:00
164,2016-01-08 02:00:00,1.0902336111333333,1.2816599607467651,0.019350000000000003,0.02480012024044991,2016-01-08,02:00:00
165,2016-01-08 03:00:00,1.2152188888833335,1.016364574432373,0.019260000000000003,0.019575181703567507,2016-01-08,03:00:00
166,2016-01-08 04:00:00,1.2949163888000002,1.0874961614608765,0.01939,0.021086550570726396,2016-01-08,04:00:00
167,2016-01-08 05:00:00,1.0208558334166666,1.1432631015777588,0.0184,0.021036041069030762,2016-01-08,05:00:00
168,2016-01-08 06:00:00,0.9168816667,1.025682806968689,0.02214,0.022708617346286774,2016-01-08,06:00:00
169,2016-01-08 07:00:00,1.1224388889166665,0.9643823504447937,0.02011,0.0193937290674448,2016-01-08,07:00:00
170,2016-01-08 08:00:00,0.8854461111166667,1.0849794149398804,0.01777,0.019280084203481675,2016-01-08,08:00:00
171,2016-01-08 09:00:00,1.0109341666666667,0.9471603035926819,0.0161,0.015249280887842179,2016-01-08,09:00:00
172,2016-01-08 10:00:00,1.3803936111333333,1.0198894739151,0.01667,0.017001557530164718,2016-01-08,10:00:00
173,2016-01-08 11:00:00,0.8662641666666667,1.2431365251541138,0.01809,0.022488339740037916,2016-01-08,11:00:00
174,2016-01-08 12:00:00,1.3608508332833331,0.917591392993927,0.01952,0.017911383991241453,2016-01-08,12:00:00
175,2016-01-08 13:00:00,0.7769394445,1.1701021194458008,0.02284,0.026725132408142088,2016-01-08,13:00:00
176,2016-01-08 14:00:00,1.2038488889,0.7914339900016785,0.02837,0.022452982296347616,2016-01-08,14:00:00
177,2016-01-08 15:00:00,1.0074472222166666,1.1208480596542358,0.47476,0.532133824801445,2016-01-08,15:00:00
178,2016-01-08 16:00:00,0.7874027777666667,0.9956120848655701,0.060399999999999995,0.060134969925880424,2016-01-08,16:00:00
179,2016-01-08 17:00:00,0.6213825,0.8825738430023193,0.03664,0.03233750560760498,2016-01-08,17:00:00
180,2016-01-08 18:00:00,0.7168263888833333,0.7181193232536316,0.02723,0.019554389172196388,2016-01-08,18:00:00
181,2016-01-08 19:00:00,1.1189569444666667,0.8033167719841003,0.02093,0.01681342003762722,2016-01-08,19:00:00
182,2016-01-08 20:00:00,1.6063677777833334,1.1581579446792603,0.01967,0.02278096677184105,2016-01-08,20:00:00
183,2016-01-08 21:00:00,1.3714166666333336,1.533128023147583,0.01945,0.029819340050220487,2016-01-08,21:00:00
184,2016-01-08 22:00:00,1.38148750005,1.3436698913574219,0.01916,0.025744715118408205,2016-01-08,22:00:00
185,2016-01-08 23:00:00,1.02549499995,1.3577690124511719,0.01789,0.024290487632751465,2016-01-08,23:00:00
186,2016-01-09 00:00:00,0.8172397222,0.985411524772644,0.018699999999999998,0.01842719551324844,2016-01-09,00:00:00
187,2016-01-09 01:00:00,0.7260294444500001,0.9135946035385132,0.019190000000000002,0.01753188044190407,2016-01-09,01:00:00
188,2016-01-09 02:00:00,0.82612055555,0.845774233341217,0.019039999999999998,0.016103541402816772,2016-01-09,02:00:00
189,2016-01-09 03:00:00,0.8501563888833332,0.8569910526275635,0.01924,0.016488507852554322,2016-01-09,03:00:00
190,2016-01-09 04:00:00,0.8672705555999999,0.8702180981636047,0.019690000000000003,0.01713459435284138,2016-01-09,04:00:00
191,2016-01-09 05:00:00,0.7386030555166667,0.9226940274238586,0.02247,0.020732934796214103,2016-01-09,05:00:00
192,2016-01-09 06:00:00,0.6932575000333333,0.8391197919845581,0.02428,0.02037382854938507,2016-01-09,06:00:00
193,2016-01-09 07:00:00,0.7555908332833333,0.8170852065086365,0.02495,0.02038627590239048,2016-01-09,07:00:00
194,2016-01-09 08:00:00,0.6504002778333333,0.8692864179611206,0.02325,0.020210909217596055,2016-01-09,08:00:00
195,2016-01-09 09:00:00,0.7301236111,0.7737154960632324,0.02325,0.017988885283470153,2016-01-09,09:00:00
196,2016-01-09 10:00:00,0.7633919444833333,0.8537502884864807,0.02325,0.019849694207310677,2016-01-09,10:00:00
197,2016-01-09 11:00:00,0.8073055555166666,0.848307192325592,0.023100000000000002,0.019595896142721177,2016-01-09,11:00:00
198,2016-01-09 12:00:00,1.1079891666333335,0.892713189125061,0.02487,0.02220177701354027,2016-01-09,12:00:00
199,2016-01-09 13:00:00,1.1494655555333333,1.0216401815414429,0.02664,0.02721649443626404,2016-01-09,13:00:00
200,2016-01-09 14:00:00,0.9298252777999999,0.9890985488891602,0.02153,0.02129529175758362,2016-01-09,14:00:00
201,2016-01-09 15:00:00,0.7983766666833333,0.8554924130439758,0.03448,0.029497378401756282,2016-01-09,15:00:00
202,2016-01-09 16:00:00,0.5952777778333334,0.8917735815048218,0.03448,0.030748353090286253,2016-01-09,16:00:00
203,2016-01-09 17:00:00,0.4990683333666667,0.7266981601715088,0.03448,0.02505655256271362,2016-01-09,17:00:00
204,2016-01-09 18:00:00,0.9736075000833334,0.6972745656967163,0.019960000000000002,0.013917600331306458,2016-01-09,18:00:00
205,2016-01-09 19:00:00,0.6590752777833333,1.1082016229629517,0.019469999999999998,0.021576685599088666,2016-01-09,19:00:00
206,2016-01-09 20:00:00,0.9562988888999999,0.7875117659568787,0.019469999999999998,0.015332854083180426,2016-01-09,20:00:00
207,2016-01-09 21:00:00,1.2548222222499998,1.0734124183654785,0.01908,0.020480708942413328,2016-01-09,21:00:00
208,2016-01-09 22:00:00,1.7867844444499998,1.2651610374450684,0.01846,0.023354872751235965,2016-01-09,22:00:00
209,2016-01-09 23:00:00,1.7923844445166668,1.5661802291870117,0.01984,0.03107301574707031,2016-01-09,23:00:00
210,2016-01-10 00:00:00,1.83104000005,1.4486749172210693,0.03417,0.04950122192144394,2016-01-10,00:00:00
211,2016-01-10 01:00:00,1.1605925000166666,1.4540549516677856,0.03354,0.04876900307893753,2016-01-10,01:00:00
212,2016-01-10 02:00:00,1.37421722225,1.0339698791503906,0.02855,0.029519840049743652,2016-01-10,02:00:00
213,2016-01-10 03:00:00,0.7279841666833332,1.14683997631073,0.02013,0.02308588872313499,2016-01-10,03:00:00
214,2016-01-10 04:00:00,0.8118000000333333,0.7293221950531006,0.01843,0.013441408054828644,2016-01-10,04:00:00
215,2016-01-10 05:00:00,0.8015497222333334,0.7523825764656067,0.01761,0.013249457171559334,2016-01-10,05:00:00
216,2016-01-10 06:00:00,0.65979777775,0.7725040316581726,0.01995,0.015411455431580543,2016-01-10,06:00:00
217,2016-01-10 07:00:00,0.6771238889000001,0.703072726726532,0.018600000000000002,0.013077152717113497,2016-01-10,07:00:00
218,2016-01-10 08:00:00,0.7439455555833335,0.7425858974456787,0.01787,0.01327000998735428,2016-01-10,08:00:00
219,2016-01-10 09:00:00,0.6786833333166666,0.7897466421127319,0.01675,0.01322825625538826,2016-01-10,09:00:00
220,2016-01-10 10:00:00,0.7365388888833333,0.7261213064193726,0.016730000000000002,0.012148009456396104,2016-01-10,10:00:00
221,2016-01-10 11:00:00,0.75531611115,0.7857047319412231,0.013380000000000001,0.010512729313373567,2016-01-10,11:00:00
222,2016-01-10 12:00:00,1.07079027775,0.7838669419288635,0.01497,0.011734488120675087,2016-01-10,12:00:00
223,2016-01-10 13:00:00,1.10059500005,0.9692967534065247,0.01341,0.012998269463181496,2016-01-10,13:00:00
224,2016-01-10 14:00:00,1.9205347222833333,1.0421639680862427,0.01308,0.013631504702568053,2016-01-10,14:00:00
225,2016-01-10 15:00:00,1.4047052777666666,1.5884650945663452,0.01348,0.021412509474754336,2016-01-10,15:00:00
226,2016-01-10 16:00:00,1.4265277778166667,1.2027925252914429,0.01677,0.020170830649137498,2016-01-10,16:00:00
227,2016-01-10 17:00:00,1.2779522222666666,1.326935887336731,0.01716,0.022770219826698305,2016-01-10,17:00:00
228,2016-01-10 18:00:00,0.9211033333500002,1.258963942527771,0.01728,0.021754896926879885,2016-01-10,18:00:00
229,2016-01-10 19:00:00,0.8136625000666666,0.9526613354682922,0.01735,0.01652867417037487,2016-01-10,19:00:00
